job_title,skills,experience,salary
Data Engineer,"sql, cloud",Senior,107825
Machine Learning Engineer,"sql, ML, deep learning",Senior,170642
Business Analyst,"sql, deep learning",Mid,88228
Data Scientist,"python, sql, cloud",Entry,55641
Data Analyst,"python, deep learning, cloud",Entry,72255
Machine Learning Engineer,"python, sql, ML",Senior,158180
AI Engineer,"python, cloud",Mid,126089
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,161983
Data Scientist,"python, sql, deep learning, cloud",Senior,143996
Data Scientist,,Mid,79572
Data Analyst,cloud,Entry,63328
AI Engineer,"python, sql, ML, deep learning, cloud",Senior,176707
Machine Learning Engineer,cloud,Mid,144851
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,151377
Machine Learning Engineer,"sql, cloud",Senior,172657
AI Engineer,"python, ML, deep learning, cloud",Entry,134041
Data Analyst,"python, sql, deep learning",Mid,107623
Business Analyst,"sql, ML",Entry,62926
Machine Learning Engineer,deep learning,Senior,153925
Data Analyst,"sql, ML, deep learning, cloud",Mid,110384
Business Analyst,"python, ML, deep learning, cloud",Mid,114385
Data Scientist,"python, deep learning, cloud",Senior,129226
Machine Learning Engineer,"ML, deep learning",Senior,174914
Data Scientist,"python, sql",Senior,96237
Machine Learning Engineer,"sql, ML",Senior,158079
Data Scientist,"python, sql, cloud",Senior,106189
Data Analyst,deep learning,Mid,87155
Data Engineer,"python, sql, deep learning, cloud",Mid,100795
Data Analyst,"python, sql, ML",Entry,81198
Data Scientist,"python, ML, cloud",Entry,73087
Data Analyst,deep learning,Entry,66455
Data Analyst,cloud,Entry,78586
Data Scientist,"sql, ML, cloud",Entry,70984
Data Analyst,"sql, deep learning",Mid,93639
Business Analyst,"sql, ML",Entry,61813
AI Engineer,"python, deep learning",Senior,151540
Data Scientist,"sql, ML, deep learning, cloud",Senior,140156
Data Engineer,"python, sql",Mid,74765
Data Engineer,ML,Senior,110031
Business Analyst,"python, sql, deep learning",Mid,92985
Data Engineer,"python, sql, deep learning, cloud",Entry,75516
Data Analyst,"python, ML, deep learning",Entry,81343
Data Engineer,"python, sql, ML",Mid,111802
Business Analyst,"python, sql",Senior,102824
Data Analyst,"python, sql",Senior,100010
AI Engineer,,Mid,113621
Data Analyst,"python, ML, deep learning",Mid,121440
Data Engineer,"sql, deep learning, cloud",Mid,116045
Machine Learning Engineer,"python, sql, ML",Senior,158651
Data Analyst,"python, sql, ML, deep learning",Mid,104538
Machine Learning Engineer,"ML, deep learning",Mid,142420
AI Engineer,"sql, deep learning",Senior,156460
Machine Learning Engineer,"ML, deep learning, cloud",Senior,196465
AI Engineer,"python, cloud",Mid,120805
Data Scientist,"ML, deep learning, cloud",Entry,86742
Machine Learning Engineer,"python, deep learning",Senior,175829
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,130429
Machine Learning Engineer,"sql, deep learning, cloud",Senior,164944
Data Scientist,"sql, ML, deep learning, cloud",Entry,87146
Data Analyst,"python, sql",Entry,48212
Data Scientist,"ML, cloud",Senior,127101
Data Engineer,,Entry,68700
Data Engineer,cloud,Mid,89545
Data Analyst,"python, ML, deep learning, cloud",Mid,110547
Machine Learning Engineer,"sql, ML, deep learning",Senior,172492
Data Engineer,"python, sql, deep learning",Senior,119571
Machine Learning Engineer,"python, cloud",Mid,121914
Data Engineer,"python, sql, ML, deep learning",Senior,127652
AI Engineer,"deep learning, cloud",Senior,164681
AI Engineer,"python, sql, deep learning, cloud",Senior,181593
Business Analyst,"sql, deep learning",Senior,113529
Data Scientist,"python, sql, deep learning, cloud",Senior,127019
Data Engineer,python,Entry,54905
Business Analyst,"python, ML, deep learning",Mid,100149
AI Engineer,"python, sql, deep learning",Mid,133181
Data Engineer,"python, ML, cloud",Mid,103288
Data Engineer,"python, ML",Mid,91816
Data Engineer,"python, sql",Mid,75922
Business Analyst,"ML, deep learning, cloud",Mid,138678
Data Engineer,"python, sql, ML, cloud",Mid,99302
AI Engineer,"python, cloud",Mid,144199
Machine Learning Engineer,"python, sql",Entry,89342
Data Scientist,"python, deep learning, cloud",Senior,149418
AI Engineer,"python, sql, ML, cloud",Entry,111107
Business Analyst,"python, sql, ML, deep learning",Senior,130418
Business Analyst,"sql, ML, deep learning, cloud",Senior,135609
AI Engineer,"python, ML, cloud",Mid,141970
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Entry,146761
Data Engineer,ML,Entry,63202
Machine Learning Engineer,"python, cloud",Mid,142951
Data Scientist,"ML, cloud",Senior,120923
AI Engineer,"python, sql, deep learning",Entry,126544
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,152259
Data Engineer,"sql, ML, deep learning",Entry,84382
Data Engineer,"sql, cloud",Senior,112153
Data Scientist,"python, sql, ML",Mid,112774
Machine Learning Engineer,"python, cloud",Mid,126570
Machine Learning Engineer,"python, ML",Mid,154352
AI Engineer,"python, sql, cloud",Entry,99671
AI Engineer,"ML, cloud",Entry,111067
Business Analyst,deep learning,Senior,110388
Data Engineer,"sql, ML, deep learning",Entry,78662
Data Engineer,"python, ML",Entry,68946
Data Engineer,"ML, deep learning",Senior,130752
AI Engineer,sql,Senior,140029
Machine Learning Engineer,"python, ML, cloud",Mid,164721
Data Scientist,"python, sql, ML",Senior,112387
Business Analyst,sql,Entry,54056
Data Analyst,"ML, cloud",Entry,72486
Data Analyst,"sql, deep learning",Entry,62163
Machine Learning Engineer,"sql, cloud",Senior,152906
Data Scientist,"ML, deep learning, cloud",Mid,111667
Machine Learning Engineer,"python, sql, ML, deep learning",Mid,161620
Machine Learning Engineer,"ML, cloud",Entry,110156
Machine Learning Engineer,"python, deep learning, cloud",Senior,163757
Business Analyst,sql,Senior,96586
AI Engineer,"ML, cloud",Senior,167501
Machine Learning Engineer,sql,Mid,117817
Data Engineer,"python, sql, cloud",Entry,56927
Business Analyst,"python, sql, ML, deep learning",Mid,128066
Data Engineer,ML,Mid,92655
Data Scientist,"deep learning, cloud",Mid,102889
Machine Learning Engineer,"sql, deep learning, cloud",Entry,137122
Machine Learning Engineer,sql,Senior,139020
Data Scientist,"python, cloud",Entry,61688
AI Engineer,"python, sql, ML, deep learning",Mid,143730
AI Engineer,"python, sql",Entry,86818
Data Scientist,"sql, ML",Senior,136686
Data Engineer,"sql, cloud",Senior,111874
Data Engineer,"python, sql, ML, cloud",Mid,118587
AI Engineer,"python, deep learning, cloud",Mid,141109
Data Analyst,"python, sql, deep learning, cloud",Senior,125009
Data Analyst,"ML, cloud",Mid,100097
Machine Learning Engineer,"sql, ML, cloud",Mid,143696
Data Engineer,"python, sql",Senior,119158
Data Analyst,"python, sql, ML, cloud",Entry,77421
AI Engineer,"python, deep learning",Senior,153284
Data Engineer,"python, sql, ML, deep learning, cloud",Mid,115276
AI Engineer,"python, ML, deep learning",Mid,144011
AI Engineer,"python, ML, cloud",Senior,186360
Data Engineer,"deep learning, cloud",Senior,125019
Business Analyst,"python, cloud",Mid,85979
Data Engineer,"ML, cloud",Entry,77033
Data Scientist,cloud,Mid,84193
Data Analyst,"sql, deep learning",Mid,91660
Data Engineer,"python, sql, deep learning, cloud",Entry,73351
Business Analyst,"python, ML, deep learning, cloud",Senior,141787
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,152254
Data Engineer,ML,Mid,86225
Data Scientist,"sql, ML, cloud",Mid,98174
Data Engineer,python,Entry,74078
Data Engineer,,Mid,76156
Data Scientist,deep learning,Entry,62673
Data Engineer,"python, sql, deep learning",Entry,62039
Data Engineer,"ML, deep learning, cloud",Senior,136778
Data Analyst,"deep learning, cloud",Senior,121631
Machine Learning Engineer,"sql, ML, deep learning, cloud",Mid,157252
Data Scientist,"ML, cloud",Entry,93973
AI Engineer,"python, deep learning",Senior,157430
Data Analyst,"ML, cloud",Mid,120860
Business Analyst,"python, sql, ML",Senior,111192
AI Engineer,"python, sql, deep learning",Entry,123569
Data Analyst,"python, deep learning, cloud",Senior,120479
Business Analyst,"python, sql, cloud",Senior,132413
Data Analyst,"python, deep learning, cloud",Entry,91841
Machine Learning Engineer,"python, sql, ML, cloud",Mid,162735
Data Scientist,ML,Senior,111881
Data Engineer,"sql, cloud",Mid,85487
Data Analyst,"python, sql, ML, cloud",Senior,146955
Data Engineer,"python, deep learning, cloud",Mid,123453
Data Analyst,"python, ML, cloud",Mid,102477
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,143012
Data Engineer,deep learning,Entry,64064
Business Analyst,"sql, ML, deep learning, cloud",Senior,141537
Data Scientist,"deep learning, cloud",Mid,122747
Data Analyst,"deep learning, cloud",Mid,99120
Data Engineer,deep learning,Entry,85653
Machine Learning Engineer,cloud,Mid,129702
Data Scientist,"sql, ML, cloud",Mid,97420
Data Analyst,"python, ML, deep learning",Senior,126562
Data Analyst,"python, cloud",Senior,108140
Machine Learning Engineer,python,Senior,139131
Machine Learning Engineer,"python, sql",Senior,143634
Data Engineer,"sql, ML, deep learning",Entry,81967
Data Analyst,python,Entry,54085
Data Scientist,"python, sql, ML, cloud",Senior,145320
Data Engineer,cloud,Senior,114769
Data Analyst,"python, sql, ML",Mid,93120
Data Analyst,"python, sql, cloud",Senior,110487
Business Analyst,,Entry,53766
Data Engineer,"python, ML",Senior,118488
Data Analyst,"ML, deep learning, cloud",Senior,136585
Business Analyst,"ML, deep learning, cloud",Senior,138658
Machine Learning Engineer,"python, deep learning",Entry,107773
Machine Learning Engineer,deep learning,Mid,129993
Data Engineer,"python, sql, ML, deep learning",Entry,101937
Data Engineer,"python, sql, deep learning",Entry,66905
Machine Learning Engineer,"ML, deep learning, cloud",Senior,176104
Business Analyst,"sql, ML",Mid,87792
Business Analyst,,Senior,98639
Data Scientist,"python, ML, cloud",Entry,71815
Data Analyst,deep learning,Senior,115352
AI Engineer,"python, deep learning",Senior,178759
Machine Learning Engineer,"ML, cloud",Mid,161014
Data Engineer,cloud,Mid,81797
AI Engineer,"python, sql, ML",Senior,157038
Data Scientist,"sql, cloud",Mid,87524
Data Scientist,"sql, deep learning, cloud",Entry,73290
Data Analyst,"python, deep learning, cloud",Senior,146377
Data Analyst,"python, sql, ML, deep learning, cloud",Senior,162897
AI Engineer,"sql, cloud",Senior,146289
Data Scientist,sql,Entry,48983
Data Analyst,"sql, ML, deep learning",Entry,76492
Business Analyst,"python, sql, ML",Entry,80536
AI Engineer,"sql, cloud",Mid,128578
AI Engineer,"python, ML, deep learning, cloud",Entry,131982
AI Engineer,"sql, deep learning, cloud",Entry,115484
Machine Learning Engineer,cloud,Senior,153756
Business Analyst,ML,Mid,93359
Data Scientist,"python, sql, ML, deep learning",Entry,79194
Business Analyst,"python, deep learning",Entry,82301
AI Engineer,"sql, deep learning, cloud",Senior,183635
Data Analyst,"sql, deep learning, cloud",Entry,77798
AI Engineer,"sql, ML, cloud",Mid,164592
Data Analyst,cloud,Entry,59048
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,150768
Data Analyst,,Mid,92659
Business Analyst,"sql, cloud",Senior,114622
AI Engineer,"python, ML, deep learning, cloud",Senior,183681
Business Analyst,python,Entry,72053
AI Engineer,"sql, ML, cloud",Entry,115204
AI Engineer,"python, sql, deep learning",Mid,149682
Data Engineer,"python, ML, deep learning, cloud",Entry,108402
Data Analyst,"python, deep learning, cloud",Mid,122141
AI Engineer,cloud,Entry,104177
Business Analyst,sql,Senior,99914
Data Analyst,cloud,Mid,81682
AI Engineer,"deep learning, cloud",Senior,168616
Data Analyst,deep learning,Mid,91862
Business Analyst,"python, sql, ML, cloud",Senior,126745
Data Engineer,"sql, ML",Mid,109436
Data Analyst,"python, deep learning, cloud",Mid,116615
Data Scientist,"python, sql",Senior,102218
Data Scientist,"python, sql, deep learning",Mid,107512
Data Analyst,"python, sql, ML, deep learning, cloud",Senior,164544
Data Engineer,"python, deep learning",Mid,110526
AI Engineer,"python, sql, ML",Entry,103185
Data Engineer,"python, cloud",Senior,128675
Data Scientist,python,Mid,73752
Data Analyst,"python, sql, ML, deep learning",Senior,129416
AI Engineer,"python, sql, ML",Senior,159539
Business Analyst,"sql, ML, deep learning, cloud",Entry,92639
Data Scientist,"sql, deep learning, cloud",Entry,91456
Data Analyst,ML,Mid,112289
Business Analyst,"python, sql, deep learning, cloud",Entry,75234
AI Engineer,"python, sql, deep learning",Mid,152584
Business Analyst,"ML, deep learning",Senior,153052
Data Engineer,"python, ML, deep learning, cloud",Mid,137889
Data Scientist,"python, ML, cloud",Entry,70215
Data Engineer,"sql, cloud",Entry,84694
Data Scientist,"sql, ML, cloud",Entry,76520
AI Engineer,ML,Senior,178021
Data Scientist,"python, sql, deep learning, cloud",Senior,146705
Business Analyst,sql,Senior,120349
AI Engineer,ML,Senior,155412
AI Engineer,ML,Mid,132727
AI Engineer,"python, ML, deep learning",Senior,192865
Business Analyst,"sql, deep learning",Senior,111268
Data Analyst,"python, sql, cloud",Mid,84677
Machine Learning Engineer,"deep learning, cloud",Entry,114662
Machine Learning Engineer,"python, ML, deep learning",Entry,124890
Business Analyst,"sql, ML, deep learning",Senior,134792
Data Engineer,"python, sql",Mid,71327
Data Scientist,"python, ML, deep learning",Senior,134877
Data Engineer,"ML, deep learning, cloud",Senior,163638
AI Engineer,"python, cloud",Senior,145283
Data Analyst,"python, ML, deep learning, cloud",Senior,144235
AI Engineer,"ML, deep learning",Senior,167042
Machine Learning Engineer,"python, ML",Entry,105614
AI Engineer,cloud,Senior,172667
Data Engineer,"sql, cloud",Entry,59182
AI Engineer,"python, sql, ML, deep learning",Senior,170594
Data Scientist,"python, cloud",Entry,84301
Business Analyst,deep learning,Senior,117194
Data Scientist,"deep learning, cloud",Senior,122887
Data Analyst,"python, sql, ML",Mid,85755
Business Analyst,"python, sql",Mid,96977
AI Engineer,"python, sql",Entry,93080
Data Engineer,"python, sql, deep learning, cloud",Entry,75561
Business Analyst,"sql, ML, cloud",Entry,79125
AI Engineer,"python, sql, deep learning, cloud",Entry,137935
Business Analyst,"sql, ML, deep learning, cloud",Senior,161191
Data Engineer,"ML, cloud",Senior,129040
Data Analyst,"python, cloud",Senior,109559
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,158611
Data Engineer,"python, sql, ML, deep learning",Senior,132113
Machine Learning Engineer,"python, ML, cloud",Entry,111695
Business Analyst,"python, ML",Entry,86941
Data Engineer,"sql, deep learning, cloud",Entry,71482
Data Analyst,"ML, cloud",Mid,124543
Business Analyst,"python, ML, cloud",Entry,77949
Data Scientist,"python, ML, cloud",Mid,119693
Data Analyst,"python, ML, deep learning, cloud",Entry,91198
Machine Learning Engineer,"python, deep learning, cloud",Entry,117529
Data Engineer,"python, sql, deep learning, cloud",Entry,94210
AI Engineer,"deep learning, cloud",Senior,165461
Business Analyst,"deep learning, cloud",Senior,129352
Business Analyst,"python, ML, deep learning, cloud",Mid,119778
Business Analyst,"sql, deep learning",Senior,137655
Business Analyst,"python, sql, ML, cloud",Senior,128699
AI Engineer,"python, deep learning, cloud",Mid,141591
Data Scientist,"ML, deep learning, cloud",Entry,86620
Data Engineer,"deep learning, cloud",Entry,78379
Data Analyst,cloud,Entry,57007
Data Analyst,"python, sql, ML, deep learning, cloud",Senior,137075
Data Scientist,"sql, ML",Entry,63268
Machine Learning Engineer,"python, sql",Entry,94640
Business Analyst,"sql, deep learning, cloud",Senior,145110
AI Engineer,"python, deep learning, cloud",Entry,137931
AI Engineer,cloud,Entry,118532
Business Analyst,"python, ML",Entry,60118
Data Engineer,"ML, cloud",Mid,97708
Data Analyst,deep learning,Entry,67393
Business Analyst,"python, sql, ML, cloud",Entry,70965
